Trial                h values             omega_b values       omega_cdm values     A_s values           n_s values          
00040                0.690343923669       0.0199392710326      0.128862331559       2.34993692531e-09    0.909541784114      
00041                0.705287033676       0.0239203798201      0.109899095223       2.3527490875e-09     0.918207683295      
00042                0.647101267053       0.0241776199686      0.128820997053       2.17194602459e-09    0.944755364408      
00043                0.608423039972       0.0238994718276      0.115249292372       2.41304936077e-09    1.04208892613       
00044                0.671053494424       0.0217737487923      0.12304124226        2.01160726775e-09    1.01848887442       
00045                0.628300229549       0.0237730947008      0.115849602451       2.17101894618e-09    0.996137739458      
00046                0.722749025905       0.0216366626412      0.11633326196        2.35958283346e-09    0.873893716194      
00047                0.725897939881       0.0201787136186      0.129843055566       2.31580507724e-09    0.903764244091      
00048                0.721431881989       0.0218537778024      0.128688679112       2.09656062814e-09    1.0035432126        
00049                0.633510951717       0.0215024371394      0.12165941933        2.36607018227e-09    0.94034451318       
00050                0.695045292629       0.0209991415304      0.125390442971       2.02671827645e-09    0.967497647026      
00051                0.659050241893       0.0220856698003      0.113994276904       2.41079664544e-09    0.900603938178      
00052                0.618744169782       0.0220218441589      0.116287115451       2.10219665889e-09    0.944613343158      
00053                0.674253164403       0.0222291103382      0.130872156425       2.24457557834e-09    1.02985833131       
00054                0.699448762265       0.0215371349128      0.121854040075       2.11757187417e-09    0.950538426652      
00055                0.705453437288       0.0240332114508      0.112774743382       2.41531662938e-09    0.88355913997       
00056                0.629319953779       0.0223103600503      0.131822872405       2.4342802261e-09     0.93157657685       
00057                0.634269228332       0.0199890381417      0.111798917693       2.36352962512e-09    0.967119240225      
00058                0.635633692162       0.0241100232757      0.117114380295       2.19639731429e-09    1.0340744981        
00059                0.63366779676        0.0222999907452      0.116126590592       2.21719962767e-09    1.01387863537       
00060                0.665517501734       0.022200294693       0.11812886185        2.24978530598e-09    0.927892516775      
00061                0.725761708359       0.0228851584806      0.118478091928       2.23443110197e-09    0.921674743592      
00062                0.71281744248        0.0230055981937      0.1122586323         2.26272529042e-09    0.971615748879      
00063                0.695029162872       0.0222808273459      0.118028956624       2.33384964111e-09    0.892910830354      
00064                0.657325585328       0.0239437795363      0.129804100291       2.1340286979e-09     0.874914466836      
00065                0.642982697454       0.023654504334       0.118956582358       2.37379406574e-09    0.913715112403      
00066                0.642346116528       0.0216707938687      0.127025663897       2.16087893211e-09    1.02753666201       
00067                0.647293438781       0.0225606053888      0.123881321738       2.10121834237e-09    0.933459858108      
00068                0.709899015776       0.0214502414001      0.112904997066       2.32671504295e-09    0.971853587284      
00069                0.640814176716       0.0224529738175      0.117771513321       2.41217617908e-09    1.0336646369        
00070                0.646789271508       0.0217617792024      0.124525750733       2.43375579895e-09    0.8743734252        
00071                0.673381943096       0.0229453165486      0.115664615268       2.32781461438e-09    0.995257896221      
00072                0.664569813128       0.0205535169165      0.113928228951       2.17111604892e-09    0.867620614146      
00073                0.642901936176       0.0215102968584      0.121213490143       2.3269163625e-09     0.904969355094      
00074                0.644904853659       0.0203851208409      0.109225720048       2.36330280038e-09    0.931995505915      
00075                0.677607172838       0.0205709915374      0.123066329553       2.0797264089e-09     1.00541031665       
00076                0.660947388875       0.0228191591022      0.129483927942       2.40234179808e-09    0.900116417403      
00077                0.609592534479       0.0207983606725      0.128474954863       2.31440529236e-09    0.909384644022      
00078                0.742908556186       0.0234037236126      0.110149883812       2.0024164562e-09     0.876300030019      
00079                0.649175386783       0.021421209944       0.121180613282       2.1726177568e-09     0.91524511226       
00080                0.657204820715       0.0203353929543      0.121280396791       2.29159284656e-09    0.982782536764      
00081                0.6146967578         0.0200839337015      0.112170946777       2.2904657207e-09     1.01418738357       
00082                0.643375544059       0.0214568163426      0.111455004462       2.26815065613e-09    0.938136401767      
00083                0.679800077699       0.0219916336185      0.129410854422       2.15538032778e-09    0.996682733424      
00084                0.650788546084       0.0217748504806      0.110501367985       2.03475008007e-09    0.895639184524      
00085                0.63029797568        0.0214342255365      0.126891298282       2.06503472828e-09    0.967509543864      
00086                0.707943728356       0.0198414456346      0.130143864782       2.39126463383e-09    0.953577864933      
00087                0.708582268641       0.0199465237204      0.113582629715       2.36690167742e-09    1.04642451848       
00088                0.650882847532       0.0213920199433      0.132187461492       2.40663697326e-09    0.903509368456      
00089                0.713082954385       0.0201194486964      0.125339349722       2.09328891193e-09    1.0550856856        
00090                0.699575980477       0.0235244031188      0.115401483058       2.15095676502e-09    0.911044289765      
00091                0.648717635478       0.0234837887329      0.125167758471       2.29106764475e-09    1.0528290242        
00092                0.702067852062       0.0202873587589      0.131268826596       2.16600826211e-09    0.973555874087      
00093                0.64322265165        0.0198877007891      0.125630119935       2.12054546431e-09    0.896540822343      
00094                0.700537735513       0.0218118169685      0.129132566893       2.01015726832e-09    0.894215535604      
00095                0.706327092602       0.0214231867392      0.111760259832       2.30310761123e-09    0.972403403243      
00096                0.685094680805       0.0227976587632      0.125647153593       2.36160894419e-09    0.906058465852      
00097                0.673744948798       0.0208570639311      0.117199276973       2.40226054162e-09    0.951224810742      
00098                0.641321931534       0.0222194196594      0.126331145008       2.42942597522e-09    0.954668887835      
00099                0.642286867092       0.0236590834861      0.126413461824       2.05157538311e-09    0.961991866582      
